tid,item_1,item_2,item_3
55556,Item_41385,Item_15354,Item_39680
55557,Item_9479,Item_45048,Item_40972
55558,Item_14255,Item_22247,Item_49943
55559,Item_47277,Item_47445,Item_27062
55560,Item_38578,Item_21122,Item_36222
55561,Item_27296,Item_23067,Item_40620
55562,Item_1347,Item_21208,Item_12204
55563,Item_32589,Item_30235,Item_23770
55564,Item_22131,Item_43003,Item_33459
55565,Item_40359,Item_45642,Item_15023
55566,Item_9893,Item_44440,Item_35134
55567,Item_30731,Item_15602,Item_31655
55568,Item_30044,Item_21539,Item_9441
55569,Item_45704,Item_14891,Item_35327
55570,Item_33865,Item_26834,Item_3612
55571,Item_31943,Item_48793,Item_41248
55572,Item_37489,Item_6521,Item_26413
55573,Item_39545,Item_40004,Item_38143
55574,Item_19375,Item_43992,Item_10997
55575,Item_43283,Item_25765,Item_45971
55576,Item_6241,Item_21669,Item_22275
55577,Item_48551,Item_42994,Item_43420
55578,Item_28245,Item_29354,Item_27372
55579,Item_41117,Item_4658,Item_37154
55580,Item_14741,Item_4941,Item_10412
55581,Item_26159,Item_12184,Item_48422
55582,Item_21592,Item_20683,Item_19107
55583,Item_45350,Item_41148,Item_48289
55584,Item_24057,Item_9061,Item_38111
55585,Item_1335,Item_18712,Item_12728
55586,Item_48113,Item_31620,Item_3521
55587,Item_5986,Item_46840,Item_7884
55588,Item_6414,Item_20863,Item_4336
55589,Item_46822,Item_36904,Item_9264
55590,Item_42081,Item_22451,Item_1183
55591,Item_10685,Item_7394,Item_42602
55592,Item_4210,Item_1029,Item_49606
55593,Item_30043,Item_17799,Item_32971
55594,Item_34004,Item_7890,Item_12935
55595,Item_23336,Item_45874,Item_17139
55596,Item_31008,Item_17844,Item_17454
55597,Item_35068,Item_23288,Item_13332
55598,Item_21091,Item_17756,Item_20895
55599,Item_43941,Item_4773,Item_28250
55600,Item_45999,Item_33459,Item_23866
55601,Item_49611,Item_19838,Item_28740
55602,Item_4348,Item_35678,Item_44871
55603,Item_37313,Item_3686,Item_36063
55604,Item_37755,Item_1288,Item_34286
55605,Item_7269,Item_22378,Item_11395
55606,Item_42938,Item_35944,Item_14761
55607,Item_1490,Item_18670,Item_31131
55608,Item_13236,Item_8943,Item_25110
55609,Item_6023,Item_8592,Item_13728
55610,Item_49223,Item_48439,Item_34819
55611,Item_26224,Item_32219,Item_27068
55612,Item_2218,Item_28388,Item_5858
55613,Item_48450,Item_27119,Item_3185
55614,Item_29554,Item_7078,Item_41276
55615,Item_33854,Item_31010,Item_9104
55616,Item_37495,Item_33746,Item_12278
55617,Item_41746,Item_5915,Item_45336
55618,Item_25277,Item_26783,Item_6740
55619,Item_44367,Item_27996,Item_37785
55620,Item_9382,Item_16790,Item_148
55621,Item_2982,Item_30470,Item_38816
55622,Item_36864,Item_35229,Item_47629
55623,Item_3600,Item_3431,Item_5887
55624,Item_19437,Item_28320,Item_31018
55625,Item_21979,Item_43996,Item_44784
55626,Item_14012,Item_47378,Item_13573
55627,Item_13384,Item_19413,Item_1479
55628,Item_8550,Item_21301,Item_39908
55629,Item_28380,Item_10423,Item_5204
55630,Item_11844,Item_7715,Item_35989
55631,Item_21556,Item_3959,Item_7225
55632,Item_33348,Item_18896,Item_29065
55633,Item_1686,Item_12172,Item_2532
55634,Item_9500,Item_46933,Item_40780
55635,Item_39388,Item_24131,Item_19825
55636,Item_23167,Item_10569,Item_44203
55637,Item_45387,Item_23426,Item_20021
55638,Item_43198,Item_5098,Item_28400
55639,Item_34884,Item_6947,Item_15969
55640,Item_35471,Item_40997,Item_4584
55641,Item_5181,Item_38470,Item_35586
55642,Item_22805,Item_15577,Item_9624
55643,Item_12778,Item_49305,Item_12856
55644,Item_2019,Item_11679,Item_16997
55645,Item_45656,Item_49059,Item_8960
55646,Item_42866,Item_27947,Item_8576
55647,Item_7565,Item_38103,Item_14885
55648,Item_49739,Item_19172,Item_15629
55649,Item_10432,Item_16308,Item_44629
55650,Item_37768,Item_21087,Item_16000
55651,Item_43898,Item_29832,Item_5064
55652,Item_39505,Item_43525,Item_18783
55653,Item_45139,Item_45834,Item_259
55654,Item_8006,Item_44659,Item_36974
55655,Item_47227,Item_15245,Item_26587
55656,Item_6418,Item_403,Item_6647
55657,Item_12409,Item_39994,Item_46772
55658,Item_18964,Item_43577,Item_43011
55659,Item_49766,Item_36892,Item_43462
55660,Item_31323,Item_5806,Item_9014
55661,Item_30632,Item_26929,Item_34725
55662,Item_21495,Item_40266,Item_20371
55663,Item_40397,Item_36650,Item_30801
55664,Item_1662,Item_47566,Item_37409
55665,Item_24729,Item_49171,Item_6185
55666,Item_2279,Item_14048,Item_17163
55667,Item_2950,Item_14152,Item_13093
55668,Item_3887,Item_10601,Item_26630
55669,Item_20320,Item_20031,Item_25461
55670,Item_7710,Item_44335,Item_12541
55671,Item_8939,Item_37807,Item_18157
55672,Item_27745,Item_47193,Item_41106
55673,Item_49490,Item_25463,Item_48436
55674,Item_22466,Item_40319,Item_23899
55675,Item_42424,Item_29637,Item_7742
55676,Item_40820,Item_6009,Item_46879
55677,Item_3821,Item_41368,Item_4421
55678,Item_41875,Item_27769,Item_32920
55679,Item_24755,Item_5385,Item_39642
55680,Item_8877,Item_8538,Item_20799
55681,Item_23899,Item_35926,Item_25834
55682,Item_21755,Item_42640,Item_1306
55683,Item_47558,Item_26039,Item_35319
55684,Item_18949,Item_22206,Item_14921
55685,Item_47037,Item_8640,Item_40691
55686,Item_48338,Item_14114,Item_31590
55687,Item_6395,Item_3684,Item_22362
55688,Item_27892,Item_16064,Item_28621
55689,Item_49928,Item_29319,Item_21521
55690,Item_42017,Item_1287,Item_11248
55691,Item_15419,Item_5032,Item_24964
55692,Item_27195,Item_24697,Item_17291
55693,Item_36263,Item_22327,Item_10051
55694,Item_954,Item_44408,Item_40156
55695,Item_12221,Item_16680,Item_38723
55696,Item_33209,Item_44511,Item_26049
55697,Item_26193,Item_2392,Item_22615
55698,Item_33429,Item_316,Item_40258
55699,Item_43254,Item_37120,Item_12173
55700,Item_47153,Item_43893,Item_18614
55701,Item_10905,Item_36590,Item_20486
55702,Item_48500,Item_31110,Item_24352
55703,Item_15122,Item_40902,Item_36663
55704,Item_38495,Item_9824,Item_37572
55705,Item_36932,Item_32522,Item_5947
55706,Item_45905,Item_19761,Item_44568
55707,Item_43116,Item_26772,Item_22057
55708,Item_14303,Item_12317,Item_48156
55709,Item_6391,Item_35689,Item_21304
55710,Item_16956,Item_49274,Item_22286
55711,Item_16771,Item_37532,Item_18801
55712,Item_29999,Item_37514,Item_25013
55713,Item_3783,Item_9680,Item_41856
55714,Item_19218,Item_10097,Item_42445
55715,Item_10768,Item_27950,Item_10526
55716,Item_31806,Item_47635,Item_44608
55717,Item_19305,Item_41395,Item_7883
55718,Item_17221,Item_21946,Item_12719
55719,Item_12408,Item_32148,Item_47822
55720,Item_3046,Item_36677,Item_23902
55721,Item_1943,Item_40411,Item_40901
55722,Item_43762,Item_48515,Item_46608
55723,Item_19335,Item_15510,Item_42687
55724,Item_1137,Item_24641,Item_28016
55725,Item_29199,Item_41230,Item_43493
55726,Item_17074,Item_27364,Item_38612
55727,Item_46722,Item_43769,Item_45344
55728,Item_33518,Item_45214,Item_41144
55729,Item_49593,Item_35737,Item_39873
55730,Item_43230,Item_23328,Item_39635
55731,Item_21180,Item_31205,Item_19738
55732,Item_14377,Item_28905,Item_18658
55733,Item_26322,Item_19782,Item_6652
55734,Item_46086,Item_35095,Item_2429
55735,Item_41536,Item_12535,Item_22183
55736,Item_14526,Item_22827,Item_47694
55737,Item_29896,Item_18805,Item_25500
55738,Item_29046,Item_44875,Item_12688
55739,Item_7571,Item_32530,Item_4409
55740,Item_36298,Item_35674,Item_37313
55741,Item_36645,Item_11565,Item_16018
55742,Item_42664,Item_8305,Item_7164
55743,Item_26710,Item_13211,Item_22196
55744,Item_23432,Item_47404,Item_27779
55745,Item_31589,Item_13621,Item_38171
55746,Item_35696,Item_12808,Item_44459
55747,Item_3490,Item_37883,Item_291
55748,Item_42023,Item_16207,Item_24208
55749,Item_31662,Item_24190,Item_11829
55750,Item_24330,Item_46328,Item_46314
55751,Item_42819,Item_39703,Item_35245
55752,Item_40709,Item_7158,Item_14884
55753,Item_4304,Item_12794,Item_30592
55754,Item_24977,Item_7436,Item_20551
55755,Item_42117,Item_32841,Item_16435
55756,Item_3583,Item_44716,Item_13138
55757,Item_20785,Item_10291,Item_30035
55758,Item_46696,Item_14218,Item_9589
55759,Item_20790,Item_9782,Item_22106
55760,Item_35347,Item_27495,Item_15497
55761,Item_26966,Item_16543,Item_13932
55762,Item_27678,Item_37366,Item_30236
55763,Item_43215,Item_24337,Item_49096
55764,Item_41007,Item_34501,Item_11604
55765,Item_26992,Item_41393,Item_21909
55766,Item_3734,Item_9814,Item_21580
55767,Item_31106,Item_18251,Item_38516
55768,Item_2835,Item_8459,Item_18253
55769,Item_22218,Item_1266,Item_8688
55770,Item_5578,Item_21036,Item_6433
55771,Item_49949,Item_30115,Item_8609
55772,Item_13747,Item_14265,Item_38472
55773,Item_40178,Item_27167,Item_25748
55774,Item_36563,Item_32939,Item_5943
55775,Item_49149,Item_6756,Item_19988
55776,Item_45116,Item_12052,Item_22365
55777,Item_31055,Item_43043,Item_18933
55778,Item_43337,Item_2535,Item_28195
55779,Item_4171,Item_23028,Item_43555
55780,Item_28233,Item_23280,Item_17182
55781,Item_30696,Item_19946,Item_23872
55782,Item_49398,Item_34190,Item_40303
55783,Item_21307,Item_43745,Item_2834
55784,Item_22215,Item_10820,Item_38352
55785,Item_580,Item_8946,Item_48502
55786,Item_46881,Item_27788,Item_25145
55787,Item_23909,Item_45672,Item_34475
55788,Item_2696,Item_44302,Item_15444
55789,Item_12695,Item_32326,Item_33753
55790,Item_12233,Item_38950,Item_43948
55791,Item_45559,Item_1355,Item_28027
55792,Item_41702,Item_17168,Item_42474
55793,Item_29295,Item_2958,Item_40177
55794,Item_49080,Item_46698,Item_27737
55795,Item_38960,Item_27577,Item_17689
55796,Item_18583,Item_5499,Item_11718
55797,Item_24859,Item_47980,Item_6581
55798,Item_26602,Item_17383,Item_31645
55799,Item_16313,Item_32276,Item_11092
55800,Item_21663,Item_19662,Item_3455
55801,Item_30480,Item_34338,Item_47088
55802,Item_21686,Item_34630,Item_23318
55803,Item_25307,Item_21375,Item_2622
55804,Item_1151,Item_14266,Item_32280
55805,Item_27125,Item_44842,Item_36420
55806,Item_40337,Item_23696,Item_20193
55807,Item_7885,Item_31643,Item_40577
55808,Item_17068,Item_32115,Item_48434
55809,Item_39022,Item_38006,Item_11187
55810,Item_12065,Item_13464,Item_37712
55811,Item_20253,Item_47562,Item_40331
55812,Item_44212,Item_7872,Item_20329
55813,Item_19865,Item_25276,Item_25456
55814,Item_18066,Item_7241,Item_10888
55815,Item_40390,Item_34241,Item_3854
55816,Item_38516,Item_18108,Item_36773
55817,Item_44884,Item_40525,Item_17431
55818,Item_1566,Item_8392,Item_34016
55819,Item_18541,Item_45189,Item_31278
55820,Item_1415,Item_47295,Item_5472
55821,Item_37332,Item_25326,Item_49973
55822,Item_26825,Item_23739,Item_16828
55823,Item_10791,Item_19693,Item_12090
55824,Item_25638,Item_32188,Item_39347
55825,Item_27812,Item_24807,Item_5872
55826,Item_37842,Item_46535,Item_35678
55827,Item_26570,Item_41795,Item_49404
55828,Item_35441,Item_46788,Item_39249
55829,Item_26696,Item_8356,Item_39112
55830,Item_42795,Item_39499,Item_47667
55831,Item_40678,Item_45042,Item_29299
55832,Item_13113,Item_2709,Item_17439
55833,Item_7448,Item_38573,Item_47698
55834,Item_34427,Item_20534,Item_3313
55835,Item_6930,Item_25036,Item_33395
55836,Item_20306,Item_18633,Item_36562
55837,Item_19411,Item_4170,Item_30615
55838,Item_18292,Item_16471,Item_25841
55839,Item_40724,Item_8329,Item_35545
55840,Item_39486,Item_3379,Item_26078
55841,Item_5780,Item_13420,Item_12636
55842,Item_5128,Item_34816,Item_32960
55843,Item_18510,Item_39247,Item_32084
55844,Item_13192,Item_34097,Item_23367
55845,Item_10193,Item_27966,Item_45351
55846,Item_26538,Item_37790,Item_37658
55847,Item_421,Item_28727,Item_42240
55848,Item_33467,Item_36464,Item_10220
55849,Item_32598,Item_22714,Item_39911
55850,Item_10475,Item_23064,Item_48615
55851,Item_22320,Item_11688,Item_24423
55852,Item_33508,Item_21286,Item_28931
55853,Item_38553,Item_1547,Item_21336
55854,Item_31798,Item_47373,Item_11643
55855,Item_29646,Item_23241,Item_12590
55856,Item_1017,Item_12820,Item_31183
55857,Item_25973,Item_29799,Item_31430
55858,Item_48413,Item_27096,Item_39638
55859,Item_11270,Item_6526,Item_17018
55860,Item_20463,Item_7328,Item_39093
55861,Item_49737,Item_24624,Item_23743
55862,Item_11272,Item_28449,Item_28962
55863,Item_47816,Item_1449,Item_6241
55864,Item_34037,Item_15375,Item_48319
55865,Item_43062,Item_32864,Item_8314
55866,Item_15894,Item_49087,Item_38497
55867,Item_9914,Item_49168,Item_28124
55868,Item_9664,Item_18295,Item_17757
55869,Item_31827,Item_23651,Item_18381
55870,Item_17229,Item_41497,Item_43501
55871,Item_5296,Item_45338,Item_24085
55872,Item_11241,Item_34680,Item_14031
55873,Item_13492,Item_21557,Item_37044
55874,Item_46895,Item_32805,Item_45497
55875,Item_47939,Item_33273,Item_21818
55876,Item_34352,Item_8707,Item_23282
55877,Item_24162,Item_3106,Item_32170
55878,Item_22263,Item_18925,Item_17087
55879,Item_44668,Item_6546,Item_22867
55880,Item_17107,Item_35434,Item_32537
55881,Item_16680,Item_19248,Item_21751
55882,Item_48922,Item_43002,Item_14701
55883,Item_31475,Item_6503,Item_20206
55884,Item_46075,Item_45336,Item_1153
55885,Item_1626,Item_23901,Item_228
55886,Item_13255,Item_17022,Item_43720
55887,Item_28354,Item_37329,Item_48928
55888,Item_38127,Item_2191,Item_7267
55889,Item_3576,Item_49239,Item_19774
55890,Item_1276,Item_18675,Item_44474
55891,Item_48831,Item_22320,Item_33234
55892,Item_20077,Item_30729,Item_10206
55893,Item_517,Item_17257,Item_298
55894,Item_22979,Item_44389,Item_37287
55895,Item_5570,Item_41786,Item_32871
55896,Item_3467,Item_8461,Item_31077
55897,Item_9166,Item_6627,Item_49013
55898,Item_24802,Item_46192,Item_14927
55899,Item_24587,Item_24278,Item_46668
55900,Item_23271,Item_45251,Item_38729
55901,Item_29696,Item_34995,Item_46986
55902,Item_44771,Item_13862,Item_42597
55903,Item_20605,Item_14531,Item_43323
55904,Item_16685,Item_9294,Item_10195
55905,Item_6147,Item_799,Item_24791
55906,Item_34821,Item_33157,Item_48414
55907,Item_33179,Item_29957,Item_41376
55908,Item_22604,Item_1285,Item_45448
55909,Item_10819,Item_947,Item_10038
55910,Item_40465,Item_19387,Item_2389
55911,Item_43145,Item_46429,Item_23456
55912,Item_2256,Item_10551,Item_973
55913,Item_28639,Item_16348,Item_5257
55914,Item_41286,Item_32526,Item_29841
55915,Item_35747,Item_12281,Item_2448
55916,Item_31078,Item_16705,Item_16435
55917,Item_5964,Item_9530,Item_33059
55918,Item_22088,Item_25489,Item_11256
55919,Item_34607,Item_46758,Item_7941
55920,Item_8745,Item_35902,Item_2994
55921,Item_11518,Item_24100,Item_12419
55922,Item_9052,Item_15353,Item_14514
55923,Item_8644,Item_32466,Item_1905
55924,Item_2236,Item_5420,Item_38333
55925,Item_29758,Item_33969,Item_12543
55926,Item_22290,Item_16010,Item_24780
55927,Item_3135,Item_19089,Item_29922
55928,Item_20255,Item_14456,Item_19729
55929,Item_34725,Item_5097,Item_17421
55930,Item_12590,Item_3002,Item_8519
55931,Item_16033,Item_29767,Item_15351
55932,Item_3529,Item_42209,Item_2845
55933,Item_12713,Item_29245,Item_39036
55934,Item_49158,Item_46900,Item_33563
55935,Item_23717,Item_34224,Item_35100
55936,Item_19623,Item_13826,Item_44154
55937,Item_14926,Item_8943,Item_562
55938,Item_4277,Item_6434,Item_39148
55939,Item_32506,Item_6460,Item_35246
55940,Item_9538,Item_27596,Item_42601
55941,Item_9061,Item_7182,Item_3623
55942,Item_43593,Item_38753,Item_6160
55943,Item_24505,Item_32978,Item_21593
55944,Item_800,Item_26785,Item_42085
55945,Item_31330,Item_39644,Item_36711
55946,Item_2583,Item_29980,Item_31332
55947,Item_16080,Item_24031,Item_24981
55948,Item_12049,Item_30134,Item_38721
55949,Item_6444,Item_6361,Item_27354
55950,Item_20763,Item_16295,Item_32971
55951,Item_32420,Item_47223,Item_12682
55952,Item_17053,Item_26311,Item_7499
55953,Item_13112,Item_7892,Item_9138
55954,Item_25655,Item_20292,Item_34395
55955,Item_14697,Item_38919,Item_12459
55956,Item_48808,Item_2645,Item_9296
55957,Item_30664,Item_31045,Item_48009
55958,Item_6354,Item_36689,Item_17186
55959,Item_27850,Item_26958,Item_31095
55960,Item_26708,Item_14482,Item_40340
55961,Item_37221,Item_9566,Item_34133
55962,Item_6872,Item_6714,Item_28739
55963,Item_11450,Item_38607,Item_37486
55964,Item_46421,Item_1269,Item_29279
55965,Item_47360,Item_35375,Item_11868
55966,Item_3633,Item_45819,Item_48965
55967,Item_3439,Item_28142,Item_49021
55968,Item_4449,Item_38340,Item_6656
55969,Item_26857,Item_16492,Item_6576
55970,Item_34423,Item_13560,Item_49634
55971,Item_15374,Item_42297,Item_23936
55972,Item_43830,Item_40644,Item_8983
55973,Item_14125,Item_47925,Item_12155
55974,Item_38789,Item_17186,Item_35208
55975,Item_45451,Item_23281,Item_42667
55976,Item_5682,Item_12418,Item_43210
55977,Item_6345,Item_37196,Item_34338
55978,Item_36806,Item_8185,Item_48694
55979,Item_8138,Item_39675,Item_35416
55980,Item_5342,Item_2167,Item_48842
55981,Item_12804,Item_46133,Item_1720
55982,Item_40310,Item_45513,Item_40275
55983,Item_1546,Item_42914,Item_37925
55984,Item_33698,Item_49038,Item_9306
55985,Item_42854,Item_1024,Item_12990
55986,Item_1668,Item_5956,Item_36124
55987,Item_8286,Item_29605,Item_8623
55988,Item_3330,Item_4646,Item_38304
55989,Item_10980,Item_36610,Item_27168
55990,Item_18179,Item_39635,Item_42093
55991,Item_16580,Item_47818,Item_1217
55992,Item_7002,Item_48769,Item_15682
55993,Item_3188,Item_9536,Item_31262
55994,Item_6804,Item_2013,Item_26658
55995,Item_3136,Item_20321,Item_15066
55996,Item_1209,Item_218,Item_25774
55997,Item_4314,Item_6266,Item_20879
55998,Item_42758,Item_47332,Item_36596
55999,Item_33374,Item_25820,Item_41271
56000,Item_17051,Item_22208,Item_12650
56001,Item_14705,Item_26964,Item_33204
56002,Item_12453,Item_25890,Item_1620
56003,Item_8029,Item_8085,Item_44668
56004,Item_2365,Item_3160,Item_43639
56005,Item_22854,Item_14682,Item_38817
56006,Item_4721,Item_38470,Item_29451
56007,Item_22873,Item_45462,Item_47548
56008,Item_42912,Item_12662,Item_9176
56009,Item_38517,Item_47965,Item_49680
56010,Item_34598,Item_48289,Item_19890
56011,Item_45268,Item_4144,Item_45909
56012,Item_19881,Item_38711,Item_46305
56013,Item_37529,Item_27224,Item_17584
56014,Item_2088,Item_47482,Item_2990
56015,Item_16916,Item_6544,Item_41161
56016,Item_43769,Item_1544,Item_14856
56017,Item_5598,Item_29381,Item_16838
56018,Item_46924,Item_22807,Item_21594
56019,Item_21664,Item_8462,Item_9897
56020,Item_9124,Item_23357,Item_11455
56021,Item_22458,Item_48728,Item_24661
56022,Item_13351,Item_538,Item_39102
56023,Item_11606,Item_16441,Item_11295
56024,Item_26111,Item_33950,Item_45912
56025,Item_43110,Item_38715,Item_30910
56026,Item_24372,Item_25123,Item_2150
56027,Item_5833,Item_44011,Item_18774
56028,Item_32519,Item_40256,Item_1162
56029,Item_17841,Item_33704,Item_19567
56030,Item_17239,Item_33072,Item_24719
56031,Item_36955,Item_9854,Item_27760
56032,Item_26047,Item_31003,Item_38504
56033,Item_48349,Item_8899,Item_7931
56034,Item_26232,Item_16363,Item_10064
56035,Item_2752,Item_46871,Item_13616
56036,Item_12829,Item_35491,Item_5071
56037,Item_43073,Item_30168,Item_4584
56038,Item_47565,Item_14141,Item_21546
56039,Item_28832,Item_8446,Item_27641
56040,Item_49334,Item_5429,Item_48753
56041,Item_35828,Item_13512,Item_43532
56042,Item_44503,Item_7875,Item_24346
56043,Item_2053,Item_35625,Item_15207
56044,Item_17303,Item_41365,Item_16527
56045,Item_43810,Item_18237,Item_21439
56046,Item_8053,Item_48690,Item_5455
56047,Item_12384,Item_34019,Item_12989
56048,Item_24870,Item_8622,Item_32983
56049,Item_28536,Item_31393,Item_22271
56050,Item_8588,Item_15363,Item_17051
56051,Item_23831,Item_29375,Item_37314
56052,Item_26797,Item_6892,Item_20859
56053,Item_38908,Item_21631,Item_36890
56054,Item_24168,Item_28297,Item_18052
56055,Item_19709,Item_30282,Item_2954
56056,Item_48607,Item_36636,Item_46451
56057,Item_3894,Item_21142,Item_585
56058,Item_13252,Item_7926,Item_33993
56059,Item_16874,Item_23226,Item_29401
56060,Item_49866,Item_18043,Item_40081
56061,Item_8376,Item_1995,Item_43121
56062,Item_38235,Item_10925,Item_36853
56063,Item_45421,Item_17049,Item_19498
56064,Item_15462,Item_38081,Item_3750
56065,Item_6725,Item_17582,Item_2329
56066,Item_19269,Item_30433,Item_9264
56067,Item_27674,Item_5584,Item_29399
56068,Item_23654,Item_37516,Item_36158
56069,Item_24759,Item_43927,Item_41457
56070,Item_14485,Item_44257,Item_16884
56071,Item_42726,Item_3063,Item_48687
56072,Item_44144,Item_29351,Item_2745
56073,Item_28325,Item_21747,Item_37442
56074,Item_44005,Item_1929,Item_20895
56075,Item_32155,Item_10623,Item_13197
56076,Item_47488,Item_18593,Item_6660
56077,Item_24838,Item_19523,Item_30571
56078,Item_18844,Item_18289,Item_23506
56079,Item_20199,Item_1088,Item_4159
56080,Item_47577,Item_21382,Item_40725
56081,Item_35379,Item_28869,Item_37948
56082,Item_18884,Item_12647,Item_38856
56083,Item_49579,Item_44319,Item_1421
56084,Item_15279,Item_11577,Item_37013
56085,Item_28850,Item_42430,Item_21784
56086,Item_14980,Item_15611,Item_25642
56087,Item_45719,Item_40110,Item_18746
56088,Item_14971,Item_18271,Item_35940
56089,Item_36029,Item_6506,Item_12493
56090,Item_48564,Item_43194,Item_14937
56091,Item_16055,Item_45404,Item_10457
56092,Item_16021,Item_13585,Item_46979
56093,Item_10231,Item_38379,Item_7744
56094,Item_15199,Item_27629,Item_48912
56095,Item_1784,Item_30641,Item_35307
56096,Item_5504,Item_32170,Item_38335
56097,Item_9194,Item_49405,Item_30493
56098,Item_35701,Item_33439,Item_46806
56099,Item_48636,Item_41758,Item_31549
56100,Item_43319,Item_2639,Item_45039
56101,Item_42816,Item_23676,Item_30808
56102,Item_33717,Item_1471,Item_46945
56103,Item_24455,Item_2404,Item_23176
56104,Item_13935,Item_18518,Item_2298
56105,Item_33433,Item_3627,Item_25732
56106,Item_34482,Item_31528,Item_44600
56107,Item_46346,Item_40911,Item_49677
56108,Item_47395,Item_36317,Item_31916
56109,Item_25312,Item_27687,Item_19240
56110,Item_17700,Item_39130,Item_24759
56111,Item_38337,Item_6086,Item_12752
56112,Item_20407,Item_32545,Item_49830
56113,Item_18154,Item_42232,Item_44870
56114,Item_40145,Item_9250,Item_33961
56115,Item_33459,Item_27901,Item_9601
56116,Item_39668,Item_40218,Item_29397
56117,Item_30058,Item_14662,Item_29236
56118,Item_11609,Item_31396,Item_33619
56119,Item_31154,Item_35957,Item_46095
56120,Item_48857,Item_6674,Item_172
56121,Item_21957,Item_37802,Item_31611
56122,Item_17009,Item_7323,Item_38071
56123,Item_1068,Item_44204,Item_31887
56124,Item_28350,Item_10185,Item_41406
56125,Item_12236,Item_34500,Item_46585
56126,Item_46766,Item_47909,Item_19288
56127,Item_39700,Item_36871,Item_26801
56128,Item_22426,Item_39857,Item_42413
56129,Item_24009,Item_49367,Item_4727
56130,Item_36498,Item_49546,Item_13380
56131,Item_14374,Item_44330,Item_47416
56132,Item_25772,Item_3284,Item_29741
56133,Item_26590,Item_38867,Item_36180
56134,Item_38260,Item_25091,Item_11266
56135,Item_33673,Item_17395,Item_38915
56136,Item_26063,Item_36765,Item_28755
56137,Item_733,Item_44610,Item_6377
56138,Item_7203,Item_22179,Item_36460
56139,Item_13212,Item_33481,Item_19521
56140,Item_38087,Item_18868,Item_4469
56141,Item_31449,Item_35692,Item_49925
56142,Item_32384,Item_27502,Item_22452
56143,Item_45857,Item_44887,Item_36580
56144,Item_42602,Item_17097,Item_8841
56145,Item_26053,Item_38296,Item_5057
56146,Item_33058,Item_5156,Item_2184
56147,Item_35227,Item_48861,Item_7382
56148,Item_49823,Item_12674,Item_36635
56149,Item_46816,Item_49766,Item_26733
56150,Item_25906,Item_11312,Item_46124
56151,Item_45270,Item_14145,Item_34806
56152,Item_11851,Item_19399,Item_34127
56153,Item_47881,Item_3355,Item_23268
56154,Item_37589,Item_35706,Item_3599
56155,Item_44612,Item_46471,Item_15031
56156,Item_27523,Item_34544,Item_49938
56157,Item_13935,Item_10192,Item_4950
56158,Item_12742,Item_5525,Item_13170
56159,Item_17684,Item_4479,Item_38050
56160,Item_39837,Item_25446,Item_12234
56161,Item_14039,Item_48846,Item_9810
56162,Item_9194,Item_9188,Item_24255
56163,Item_1706,Item_49434,Item_41386
56164,Item_29552,Item_25804,Item_14355
56165,Item_21804,Item_1701,Item_12539
56166,Item_30848,Item_30727,Item_31077
56167,Item_41599,Item_15307,Item_37240
56168,Item_42020,Item_37720,Item_37114
56169,Item_9684,Item_26509,Item_41872
56170,Item_11043,Item_39120,Item_4830
56171,Item_12169,Item_12108,Item_10340
56172,Item_28990,Item_7948,Item_27894
56173,Item_32948,Item_43175,Item_3914
56174,Item_5381,Item_15521,Item_36906
56175,Item_25070,Item_30313,Item_134
56176,Item_13926,Item_35712,Item_7560
56177,Item_9214,Item_34786,Item_48198
56178,Item_15284,Item_21089,Item_22514
56179,Item_689,Item_3674,Item_21796
56180,Item_18810,Item_38013,Item_43815
56181,Item_47384,Item_38448,Item_28772
56182,Item_34720,Item_48428,Item_22104
56183,Item_32863,Item_14414,Item_25808
56184,Item_36488,Item_25769,Item_31207
56185,Item_24888,Item_26643,Item_6213
56186,Item_47110,Item_41140,Item_21450
56187,Item_21971,Item_41983,Item_33224
56188,Item_38263,Item_27048,Item_27726
56189,Item_44921,Item_40836,Item_42494
56190,Item_21131,Item_8387,Item_36387
56191,Item_28965,Item_22094,Item_42749
56192,Item_492,Item_26808,Item_40855
56193,Item_38378,Item_17129,Item_19373
56194,Item_20753,Item_1912,Item_29308
56195,Item_13728,Item_2572,Item_48319
56196,Item_28131,Item_37255,Item_46148
56197,Item_12741,Item_25861,Item_13079
56198,Item_42615,Item_32829,Item_40527
56199,Item_13225,Item_20448,Item_12354
56200,Item_49820,Item_22898,Item_46879
56201,Item_28731,Item_28968,Item_7686
56202,Item_22760,Item_30476,Item_4679
56203,Item_13244,Item_544,Item_1988
56204,Item_11016,Item_26191,Item_48928
56205,Item_27688,Item_26396,Item_42165
56206,Item_4411,Item_21946,Item_2163
56207,Item_839,Item_32523,Item_36405
56208,Item_29968,Item_5167,Item_39910
56209,Item_24035,Item_29801,Item_46434
56210,Item_9899,Item_28510,Item_4965
56211,Item_24232,Item_32834,Item_7732
56212,Item_41179,Item_24584,Item_12875
56213,Item_46543,Item_16270,Item_35623
56214,Item_12793,Item_18153,Item_15525
56215,Item_24202,Item_48666,Item_46461
56216,Item_32609,Item_6292,Item_5938
56217,Item_30014,Item_31207,Item_43769
56218,Item_27088,Item_30844,Item_2542
56219,Item_17705,Item_32280,Item_18467
56220,Item_33216,Item_5691,Item_9177
56221,Item_22175,Item_22547,Item_45216
56222,Item_8866,Item_26669,Item_10205
